word,sense,pos,ipa,lemma,syllabification,etymology,definitions,url,sinonimos,traducoes,rimas,vizinhas,parecidas,relacionadas,pesquisa
transtorno,disorder,NOUN,tɾɐ̃ʃˈtoɾnu,,trans.tor.no,Derivação regressiva de transtornar,ato ou efeito de transtornar; alteração; acidente ou circunstância imprevista que incomoda ou perturba; deceção; prejuízo; perturbação de saúde ligeira; desordem mental ou comportamental,https://www.infopedia.pt/dicionarios/lingua-portuguesa/transtorno,alteração | baralhada | canudo,,contorno | dintorno | entorno,,,,alalia | coagulopatia | convulsão
transtorno,upset,VERB,tɾɐ̃ʃˈtɔɾnu,transtornar,trans.tor.no,Derivação regressiva de transtornar,causar transtorno a; alterar a ordem de; perturbar; perturbar a inteligência ou o juízo a; perturbar-se; malograr-se; estragar-se; adquirir novo aspeto,https://www.infopedia.pt/dicionarios/lingua-portuguesa/transtorno,alteração | baralhada | canudo,,contorno | dintorno | entorno,,,,alalia | coagulopatia | convulsão
torno,lathe,NOUN,ˈtoɾnu,,tor.no,"Do grego tórnos, «idem», pelo latim tornu-, «idem»","aparelho onde se faz girar uma peça de madeira ou metal que se quer tornear; chave de torneira; prego de pau; utensílio de ferro onde se apertam com parafuso as peças que se querem limar; espécie de caixa giratória, instalada na portaria de conventos, asilos, etc., por onde se passam coisas do exterior para o interior",https://www.infopedia.pt/dicionarios/lingua-portuguesa/torno,,,contorno | dintorno | entorno,,borno | corno | forno,,arrentar | catenoide | circunspecto
torno,turn,VERB,ˈtɔɾnu,tornar,tor.no,"Do grego tórnos, «idem», pelo latim tornu-, «idem»",regressar a (ponto de partida); fazer voltar; restituir; replicar; transformar em; verter; voltar a tratar de; desviar (a água) de um rego ou de um lugar para outro; mudar; reconsiderar; transformar-se (em); recorrer (a),https://www.infopedia.pt/dicionarios/lingua-portuguesa/torno,,,contorno | dintorno | entorno,,borno | corno | forno,,arrentar | catenoide | circunspecto
troco,change,NOUN,ˈtɾoku,,tro.co,Derivação regressiva de trocar,"ação de trocar; conjunto de moedas ou notas de baixo valor, equivalente a moeda ou nota que representa uma quantia superior; quantia que se recebe quando se paga algo com moeda ou nota superior ao preço devido; dinheiro em moedas; resposta a afronta, comentário ou ofensa; réplica",https://www.infopedia.pt/dicionarios/lingua-portuguesa/troco,alboroque | alborque | comutação,,baroco | bicharoco | bioco,trocisco | trocista | trocistamente,croco | froco | iroco,ligar | moeda | responder,assalariação | assalariamento | assalariar
troco,exchange,VERB,ˈtɾɔku,trocar,tro.co,Derivação regressiva de trocar,fazer a troca de; tomar uma coisa em vez de outra; converter em dinheiro miúdo uma moeda ou nota de maior valor; inverter; substituir; interpretar mal; transformar-se; mudar-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/troco,alboroque | alborque | comutação,,baroco | bicharoco | bioco,trocisco | trocista | trocistamente,croco | froco | iroco,ligar | moeda | responder,assalariação | assalariamento | assalariar
toco,stump,NOUN,ˈtoku,,to.co,De origem obscura,parte do tronco ou da raiz que fica na terra após o corte de uma árvore; cacete ou pau curto; resto de mastro desarvorado; o que resta de um membro decepado ou amputado; pedaço de vela de iluminação; vassoura já muito gasta,https://www.infopedia.pt/dicionarios/lingua-portuguesa/toco,cacete | coto | toqueira,,batoco | bioco | cotoco,,soco | tomo | tosco,membro | restar | tronco,arranca-toco | arranca-tocos | cotoco
toco,play,VERB,ˈtɔku,tocar,to.co,De origem obscura,"pôr a mão ou o dedo em; tirar sons musicais de (instrumento musical); estar próximo de; executar (peça musical); confinar com; pôr-se em contacto com; acionar (sistema sonoro) para alertar para a presença de alguém, para um perigo, etc.; dar uma pancada (em); castigar fisicamente; fazer andar (um animal), picando-o com um objeto aguçado; atingir; chegar a; mencionar; dizer respeito a; caber em sorte; ser de direito ou da obrigação de; impelir; assegurar o funcionamento de ou ser responsável por; fazer escala em (uma embarcação); sensibilizar; tornar mais expressivo; ofender; fundear de passagem; atingir com golpe; ter semelhança; ter um ponto comum de contacto; aperceber-se (de); impressionar-se; começar a apodrecer; embriagar-se; bater com a ferradura de uma pata na parte interna da outra pata",https://www.infopedia.pt/dicionarios/lingua-portuguesa/toco,cacete | coto | toqueira,,batoco | bioco | cotoco,,soco | tomo | tosco,membro | restar | tronco,arranca-toco | arranca-tocos | cotoco
rogo,plea,NOUN,ˈʁoɡu,,ro.go,Derivação regressiva de rogar,ato ou efeito de rogar; oração; intercessão; assalariamento de pessoas para trabalhos agrícolas,https://www.infopedia.pt/dicionarios/lingua-portuguesa/rogo,impetra | imploração | intercessão,,,,fogo | gogo | jogo,,impetra | impetração | imploração
rogo,beg,VERB,ˈʁɔɡu,rogar,ro.go,Derivação regressiva de rogar,pedir com humildade e de forma insistente; assalariar para trabalhos agrícolas,https://www.infopedia.pt/dicionarios/lingua-portuguesa/rogo,impetra | imploração | intercessão,,,,fogo | gogo | jogo,,impetra | impetração | imploração
choco,addled,ADJ,ˈʃoku,,cho.co,Derivação regressiva de chocar,"diz-se do ovo, especialmente das aves, com embrião em desenvolvimento, e do estado febril destes animais durante a incubação; que está a chocar ovos; podre; que perdeu a efervescência; sem vontade de fazer nada; ato ou efeito de chocar; período da incubação; designação comum, extensiva aos moluscos cefalópodes do género Sepia, que produzem sépia, um líquido escuro que expelem quando se sentem em perigo e que é utilizado na produção de tintas; molusco marinho cefalópode, comestível, de corpo largo, oval e achatado, com concha interna de natureza calcária, que apresenta oito tentáculos curtos e dois braços tentaculares longos",https://www.infopedia.pt/dicionarios/lingua-portuguesa/choco,,,bichoco | bioco | fachoco,,caoco | checo | chico,,caça-moscas-do-chocó | choquice | choquiço
choco,cuttlefish,NOUN,ˈʃoku,,cho.co,Derivação regressiva de chocar,"diz-se do ovo, especialmente das aves, com embrião em desenvolvimento, e do estado febril destes animais durante a incubação; que está a chocar ovos; podre; que perdeu a efervescência; sem vontade de fazer nada; ato ou efeito de chocar; período da incubação; designação comum, extensiva aos moluscos cefalópodes do género Sepia, que produzem sépia, um líquido escuro que expelem quando se sentem em perigo e que é utilizado na produção de tintas; molusco marinho cefalópode, comestível, de corpo largo, oval e achatado, com concha interna de natureza calcária, que apresenta oito tentáculos curtos e dois braços tentaculares longos",https://www.infopedia.pt/dicionarios/lingua-portuguesa/choco,,,bichoco | bioco | fachoco,,caoco | checo | chico,,caça-moscas-do-chocó | choquice | choquiço
choco,hatch,VERB,ˈʃɔku,chocar,cho.co,Derivação regressiva de chocar,manter o ovo a temperatura conveniente para permitir o desenvolvimento do embrião; planear; ser portador do germe de uma doença; estar no choco; apodrecer; fermentar; esbarrar-se (contra); entrar em conflito (com); ofender; perturbar; esbarrar reciprocamente; ofender-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/choco,,,bichoco | bioco | fachoco,,caoco | checo | chico,,caça-moscas-do-chocó | choquice | choquiço
contorno,contour,NOUN,kõˈtoɾnu,,con.tor.no,Derivação regressiva de contornar,linha ou superfície que limita exteriormente uma figura ou um corpo; delineamento; volta; borda; traçado de um relevo; aspeto do que é contornado; elegância da frase,https://www.infopedia.pt/dicionarios/lingua-portuguesa/contorno,borda | cairel | cercadura,,dintorno | entorno | estorno,,,,amplexi- | astragália | aureolado
contorno,circumvent,VERB,kõˈtɔɾnu,contornar,con.tor.no,Derivação regressiva de contornar,traçar o contorno de; andar em volta de; solucionar incompletamente; aperfeiçoar; voltar para o lado esquerdo do escudo,https://www.infopedia.pt/dicionarios/lingua-portuguesa/contorno,borda | cairel | cercadura,,dintorno | entorno | estorno,,,,amplexi- | astragália | aureolado
entorno,surroundings,NOUN,ẽˈtoɾnu,,en.tor.no,Derivação regressiva de entornar,"aquilo que rodeia algo ou alguém; área que rodeia uma povoação ou uma cidade; todo o espaço que rodeia uma construção; em topologia, conjunto dos pontos que se encontram à volta de um dado ponto",https://www.infopedia.pt/dicionarios/lingua-portuguesa/entorno,,,contorno | dintorno | estorno,,,,
entorno,spill,VERB,ẽˈtɔɾnu,entornar,en.tor.no,Derivação regressiva de entornar,"inclinar ou voltar (recipiente), voluntariamente ou não, derramando o seu conteúdo; dar em grande quantidade | prodigalizar; difundir | espalhar; gastar | desperdiçar; virar-se; derramar-se; embriagar-se",https://www.infopedia.pt/dicionarios/lingua-portuguesa/entorno,,,contorno | dintorno | estorno,,,,
almoço,lunch,NOUN,ɐɫˈmosu,,al.mo.ço,"Do latim *admorsu-, particípio passado de admordēre, «principiar a morder»","uma das principais refeições do dia, tomada geralmente ao início da tarde; os alimentos servidos nessa refeição; primeira refeição do dia, tomada ao levantar",https://www.infopedia.pt/dicionarios/lingua-portuguesa/almo%C3%A7o,,,,almoçárabe | almoçarada | almocávar,,,almoçadeira | almoçar | almoçarada
almoço,dine,VERB,ɐɫˈmɔsu,almoçar,al.mo.ço,"Do latim *admorsu-, particípio passado de admordēre, «principiar a morder»",comer o almoço; comer ao almoço,https://www.infopedia.pt/dicionarios/lingua-portuguesa/almo%C3%A7o,,,,almoçárabe | almoçarada | almocávar,,,almoçadeira | almoçar | almoçarada
rolo,roll,NOUN,ˈʁolu,,ro.lo,"Do latim rotŭlu-, «rolo de papel», pelo francês antigo rôle, «idem»","peça cilíndrica mais ou menos comprida; pavio de cera enrolado; pequeno cilindro revestido de lã e munido de um cabo, utilizado para pintar superfícies planas; película fotográfica; tufo de cabelo enrolado; embrulho; remoinho; crivo do funil; prato doce ou salgado preparado com uma massa enrolada com recheio; peça de carne bovina correspondente ao músculo flexor superficial do quarto traseiro do animal, especialmente indicada para estufar e assar; multidão de gente; sarilho",https://www.infopedia.pt/dicionarios/lingua-portuguesa/rolo,,,arrolo | autocontrolo | azarolo,,-olo | roli | roxo,,arrolado | arrolar | autopiano
rolo,tumble,VERB,ˈʁɔlu,rolar,ro.lo,"Do latim rotŭlu-, «rolo de papel», pelo francês antigo rôle, «idem»","fazer girar; fazer avançar, obrigando a dar voltas sobre si próprio; mover-se sobre si mesmo; cair, revoluteando ou girando; decorrer; andar sobre rodas; encapelar-se; acontecer; emitir (pombo ou rola) o som característico da sua espécie; cantar e embalar para fazer adormecer",https://www.infopedia.pt/dicionarios/lingua-portuguesa/rolo,,,arrolo | autocontrolo | azarolo,,-olo | roli | roxo,,arrolado | arrolar | autopiano
soco,punch,NOUN,ˈsoku,,so.co,Derivação regressiva de socar,golpe com a mão fechada | murro; mossa que o pião faz noutro que lhe serve de alvo; prejuízo | desfalque,https://www.infopedia.pt/dicionarios/lingua-portuguesa/soco,,,,,soão | solo | sono,,cachação | caqueirada | cholo
soco,strike,VERB,ˈsɔku,socar,so.co,Derivação regressiva de socar,"calçado com base de madeira | tamanco; pequeno pedestal para sobrelevar uma escultura ou para colocar cruzes, relicários, vasos ou jarras; elemento situado na parte inferior de parede ou muro, saliente e mais largo do que alto, que, por vezes, serve de base a um edifício ou uma coluna; faixa horizontal, com ou sem pequena saliência, pintada na base de um edifício com cor diferente da cor predominante da fachada; peanha; vasto maciço rochoso de nível estrutural inferior, de formação antiga e aplanado pela erosão, sobre a qual podem repousar camadas sedimentares mais recentes; parte inferior da harpa, onde assenta a caixa de ressonância e a coluna e onde se situa o sistema de pedais; dar socos em | esmurrar; sovar; pôr soco em; espalmar (a massa do pão); calcar (a pólvora) no canhão; apertar (a terra) à volta de uma pedra para a firmar; moer no almofariz; apertar fortemente (um nó); meter algo dentro de espaço ou recipiente exíguo, apertando ou espremendo para que caiba",https://www.infopedia.pt/dicionarios/lingua-portuguesa/soco,,,,,soão | solo | sono,,cachação | caqueirada | cholo
esforço,effort,NOUN,ɨʃˈfoɾsu,,es.for.ço,Derivação regressiva de esforçar,"ato ou efeito de esforçar ou esforçar-se; emprego de força, de energia; tentativa; diligência; coragem",https://www.infopedia.pt/dicionarios/lingua-portuguesa/esfor%C3%A7o,bravura | custo | dificuldade,,,esfondílio | esforçadamente | esforçado,,,afincamento | afinco | aloite
esforço,strive,VERB,ɨʃˈfɔɾsu,esforçar,es.for.ço,Derivação regressiva de esforçar,"dar coragem a; reforçar; fazer esforço; encher-se de coragem; empregar toda a força, toda a energia e diligência para conseguir alguma coisa",https://www.infopedia.pt/dicionarios/lingua-portuguesa/esfor%C3%A7o,bravura | custo | dificuldade,,,esfondílio | esforçadamente | esforçado,,,afincamento | afinco | aloite
conforto,comfort,NOUN,kõˈfoɾtu,,con.for.to,Derivação regressiva de confortar,"ato ou efeito de confortar; comodidade; bem-estar; auxílio, consolo nas aflições",https://www.infopedia.pt/dicionarios/lingua-portuguesa/conforto,ajuda | apoio | assistência,,,confortar | confortativamente | confortativo,,,aconchegamento | aconchego | aliar
conforto,soothe,VERB,kõˈfɔɾtu,confortar,con.for.to,Derivação regressiva de confortar,tornar forte; dar conforto a; consolar,https://www.infopedia.pt/dicionarios/lingua-portuguesa/conforto,ajuda | apoio | assistência,,,confortar | confortativamente | confortativo,,,aconchegamento | aconchego | aliar
aborto,abortion,NOUN,ɐˈboɾtu,,a.bor.to,"Do latim abortu-, «idem»","expulsão de um feto, de forma espontânea ou provocada, antes de ele completar o seu desenvolvimento; feto nessas condições; estacionamento do desenvolvimento natural de um órgão, em fase bastante atrasada; órgão nessas condições; aberração | monstruosidade",https://www.infopedia.pt/dicionarios/lingua-portuguesa/aborto,aberração | aborção | abortamento,,,abortigénico | abortista | abortivamente,,,abaladura | aborcionista | aborteiro
aborto,abort,VERB,ɐˈbɔɾtu,abortar,a.bor.to,"Do latim abortu-, «idem»",fazer com que não tenha sucesso | malograr | frustrar; cancelar (comando ou programa); não se desenvolver | malograr-se | fracassar; terminar,https://www.infopedia.pt/dicionarios/lingua-portuguesa/aborto,aberração | aborção | abortamento,,,abortigénico | abortista | abortivamente,,,abaladura | aborcionista | aborteiro
adorno,adornment,NOUN,ɐˈdoɾnu,,a.dor.no,Derivação regressiva de adornar,o que embeleza ou dá um aspeto mais atraente,https://www.infopedia.pt/dicionarios/lingua-portuguesa/adorno,adereço | alfaia | arreamento,,cadorno | codorno | desadorno,adornador | adornamento | adornar,aderno | adorna | cadorno,,abilhamento | adereço | adornamento
adorno,adorn,VERB,ɐˈdɔɾnu,adornar,a.dor.no,Derivação regressiva de adornar,pôr adornos em; arrear; inclinar (-se) sobre um dos lados; submergir-se; inclinar (-se),https://www.infopedia.pt/dicionarios/lingua-portuguesa/adorno,adereço | alfaia | arreamento,,cadorno | codorno | desadorno,adornador | adornamento | adornar,aderno | adorna | cadorno,,abilhamento | adereço | adornamento
reforço,reinforcement,NOUN,ʁɨˈfoɾsu,,re.for.ço,Derivação regressiva de reforçar,"ato ou efeito de reforçar; aquilo que serve para dar mais força, solidez, intensidade, resistência; material colocado em certas partes de determinados objetos (peça de vestuário, mala, encadernação, etc.) para os tornar mais resistentes; conjunto de soldados comandados por um cabo e que durante a noite montam postos de sentinela; unidade de combate, ou outro meio de ação, posta à disposição de um comando durante certo período ou até ao fim de uma operação para que especificamente tenha sido atribuído; pessoa que se junta a grupo ou equipa para a tornar mais forte ou eficiente no desempenho de certa tarefa; auxílio; tropas auxiliares",https://www.infopedia.pt/dicionarios/lingua-portuguesa/refor%C3%A7o,,,,,,comando | operação | reforçar,arcobotante | armamentização | atlanticismo
reforço,reinforce,VERB,ʁɨˈfɔɾsu,reforçar,re.for.ço,Derivação regressiva de reforçar,"dar mais força a | tornar mais forte; fortalecer (força militar), enviando tropas auxiliares; reanimar; pôr reforço em (peça de vestuário); coser mais do que uma vez as costuras de; intensificar; dar ênfase a; apoiar; tornar-se mais forte | fortalecer-se; intensificar-se; apoiar-se",https://www.infopedia.pt/dicionarios/lingua-portuguesa/refor%C3%A7o,,,,,,comando | operação | reforçar,arcobotante | armamentização | atlanticismo
soldo,pay,NOUN,ˈsoɫdu,,sol.do,"Do latim solĭdu- [aureu-], «moeda de ouro sólida»",vencimento dos militares; vencimento | salário; antiga moeda francesa; antiga moeda portuguesa,https://www.infopedia.pt/dicionarios/lingua-portuguesa/soldo,ordenado | pré | remuneração,,,,boldo | saldo | soado,,assoldadar | capeador | gage
soldo,weld,VERB,ˈsɔɫdu,soldar,sol.do,"Do latim solĭdu- [aureu-], «moeda de ouro sólida»","unir, tapar ou reparar com solda; ligar | prender; consertar | reparar; unir-se; fechar",https://www.infopedia.pt/dicionarios/lingua-portuguesa/soldo,ordenado | pré | remuneração,,,,boldo | saldo | soado,,assoldadar | capeador | gage
esboço,sketch,NOUN,ɨʒˈbosu,,es.bo.ço,"Do italiano sbozzo, «esboço»",delineamento inicial de um desenho ou obra de pintura; resumo; plano sumário; sinopse de uma obra literária; princípio; ação iniciada mas não completada; estádio inicial de algo que pode ser aperfeiçoado e desenvolvido; noções gerais,https://www.infopedia.pt/dicionarios/lingua-portuguesa/esbo%C3%A7o,alinhavo | apanhado | borrão,,,esboçar | esbocelado | esbocelar,,,adumbração | adumbrado | alinhavo
esboço,outline,VERB,ɨʒˈbɔsu,esboçar,es.bo.ço,"Do italiano sbozzo, «esboço»",fazer ou traçar o esboço de; delinear; dar uma leve ideia de; idealizar nas suas linhas gerais; deixar entrever; iniciar (uma ação ou um gesto) sem completar; começar a aparecer; começar a tomar forma,https://www.infopedia.pt/dicionarios/lingua-portuguesa/esbo%C3%A7o,alinhavo | apanhado | borrão,,,esboçar | esbocelado | esbocelar,,,adumbração | adumbrado | alinhavo
governo,government,NOUN,ɡuˈveɾnu,,go.ver.no,Derivação regressiva de governar,"ato ou efeito de governar; direção; exercício dos poderes de administração e orientação política dos diversos setores de um Estado; conjunto dos indivíduos eleitos ou designados para o exercício desses poderes; poder executivo; sistema político pelo qual se rege um Estado; exercício dos poderes de administração e orientação política de uma estrutura regional, local, etc.; território sob jurisdição de governador; duração de um exercício governamental; exercício dos poderes de administração e chefia de uma empresa, instituição, etc.; modo como se administra ou dirige algo; orientação; arranjo; capacidade de controlo sobre; leme do navio; rédeas e freio do cavalo; comporta entre reservatórios",https://www.infopedia.pt/dicionarios/lingua-portuguesa/governo,administração | direção | disciplina,,Averno | duerno | hodierno,,,empresa | estado | estrutura,antigovernamental | antigoverno | antipapado
governo,govern,VERB,ɡuˈvɛɾnu,governar,go.ver.no,Derivação regressiva de governar,exercer o governo de; administrar; dominar; conduzir; pilotar; regular-se; arranjar-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/governo,administração | direção | disciplina,,Averno | duerno | hodierno,,,empresa | estado | estrutura,antigovernamental | antigoverno | antipapado
emprego,job,NOUN,ẽˈpɾeɡu,,em.pre.go,Derivação regressiva de empregar,ato ou efeito de empregar ou empregar-se; ocupação remunerada; funções de empregado; aplicação ou exercício de faculdades; colocação; uso; função,https://www.infopedia.pt/dicionarios/lingua-portuguesa/emprego,aplicação | cargo | colocação,,cabeça-de-prego | chasco-do-rego | desemprego,empregado | empregador | empregar,,,apotegmatismo | bassa | betacismo
emprego,employ,VERB,ẽˈpɾɛɡu,empregar,em.pre.go,Derivação regressiva de empregar,dar emprego a; aplicar; fazer uso de | utilizar; ocupar; passar a ter emprego; dedicar-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/emprego,aplicação | cargo | colocação,,cabeça-de-prego | chasco-do-rego | desemprego,empregado | empregador | empregar,,,apotegmatismo | bassa | betacismo
selo,stamp,NOUN,ˈselu,,se.lo,"Do latim sigillu-, «idem»","pequeno papel impresso, geralmente de forma retangular, adesivo numa das faces, destinado a pagar o envio de correspondência pelo correio; sinete ou carimbo empregado para autenticar documentos; sinal ou marca que fica estampada; tudo o que serve para selar; sinal; mancha; estigma; murro",https://www.infopedia.pt/dicionarios/lingua-portuguesa/selo,carimbo | chancela | cunho,,aselo | bongoluelo | camuelo,,celo | seló | seto,certificação | correio | ficar,abular | asselado | asselar
selo,seal,VERB,ˈsɛlu,selar,se.lo,"Do latim sigillu-, «idem»","pôr selo em; marcar (documento) com chancela, geralmente para autenticar; tapar | vedar; fechar bem; firmar; concluir; sujar",https://www.infopedia.pt/dicionarios/lingua-portuguesa/selo,carimbo | chancela | cunho,,aselo | bongoluelo | camuelo,,celo | seló | seto,certificação | correio | ficar,abular | asselado | asselar
gelo,ice,NOUN,ˈʒelu,,ge.lo,"Do latim gelu-, «gelo»",água no estado sólido; frio excessivo; indiferença; reação pouco amigável; insensibilidade,https://www.infopedia.pt/dicionarios/lingua-portuguesa/gelo,,,bongoluelo | camuelo | congelo,gelificável | gelinhite | gelinho,galo | selo | velo,,antigelo | banquisa | caipirosca
gelo,freeze,VERB,ˈʒɛlu,gelar,ge.lo,"Do latim gelu-, «gelo»","converter (-se) em gelo; arrefecer muito | resfriar; tornar (-se) muito frio; (fazer) perder o entusiasmo; aterrorizar (-se) | paralisar, geralmente por medo",https://www.infopedia.pt/dicionarios/lingua-portuguesa/gelo,,,bongoluelo | camuelo | congelo,gelificável | gelinhite | gelinho,galo | selo | velo,,antigelo | banquisa | caipirosca
zelo,zeal,NOUN,ˈzelu,,ze.lo,"Do grego zẽlos, «fervor», pelo latim zelu, «idem»",afeição viva e ardente por alguém ou algo; cuidado; diligência e pontualidade em qualquer serviço; ciúme,https://www.infopedia.pt/dicionarios/lingua-portuguesa/zelo,afeição | afeto | avareza,,armazelo | armuzelo | bongoluelo,,belo | celo | -elo,,afervorar | amador | amadoramente
zelo,tend,VERB,ˈzɛlu,zelar,ze.lo,"Do grego zẽlos, «fervor», pelo latim zelu, «idem»",ter zelo por; administrar; velar; ter ciúmes de,https://www.infopedia.pt/dicionarios/lingua-portuguesa/zelo,afeição | afeto | avareza,,armazelo | armuzelo | bongoluelo,,belo | celo | -elo,,afervorar | amador | amadoramente
cerco,siege,NOUN,ˈseɾku,,cer.co,Derivação regressiva de cercar,"ato ou efeito de cercar, de pôr cerca ou muro em redor de; aquilo que limita um espaço; disposição de diversos elementos em círculo, rodeando algo; disposição de tropas em redor de uma posição inimiga; ato de impedir ou barrar a passagem; aparelho de pesca em que as redes formam círculo para apanhar o peixe; navio que emprega esse aparelho; formação dos caçadores em roda para apanhar a caça; importunação insistente; sucessão de factos ou de acontecimentos nefastos que constrangem algo ou alguém; retrete; casa de banho exterior",https://www.infopedia.pt/dicionarios/lingua-portuguesa/cerco,,,cisticerco | descerco | dificerco,cercidifiláceo | cercilhado | cercilhar,ceco | cerca | -cerco,,acostado | assediar | -cerco
cerco,surround,VERB,ˈsɛɾku,cercar,cer.co,Derivação regressiva de cercar,pôr cerca ou cerco a; colocar um muro em redor de; colocar as tropas em redor de; dispor em volta de; perseguir por todos os lados; constranger; apertar,https://www.infopedia.pt/dicionarios/lingua-portuguesa/cerco,,,cisticerco | descerco | dificerco,cercidifiláceo | cercilhado | cercilhar,ceco | cerca | -cerco,,acostado | assediar | -cerco
erro,error,NOUN,ˈeʁu,,er.ro,Derivação regressiva de errar,"decisão, ato ou resposta incorreta; qualidade daquilo que não corresponde à verdade; apreciação ou julgamento que está em desacordo com a realidade observada; falta; valor absoluto da diferença (desvio) entre o valor exato e o valor calculado ou registado por observação; diferença no valor medido de uma grandeza ou quantidade devido a imperfeições do instrumento de medida e/ou incorreção de leitura do observador",https://www.infopedia.pt/dicionarios/lingua-portuguesa/erro,cinca | desacerto | desregramento,,aterro | berro | bezerro,,berro | cerro | ergo,,anacronismo | borregada | bugar
erro,err,VERB,ˈɛʁu,errar,er.ro,Derivação regressiva de errar,enganar-se em; cometer erro em; não acertar em; cometer erro; enganar-se; agir de forma incorreta ou pouco adequada; vaguear,https://www.infopedia.pt/dicionarios/lingua-portuguesa/erro,cinca | desacerto | desregramento,,aterro | berro | bezerro,,berro | cerro | ergo,,anacronismo | borregada | bugar
tempero,seasoning,NOUN,tẽˈpeɾu,,tem.pe.ro,Derivação regressiva de temperar,"ato de temperar, de condimentar a comida; substância (sal, pimenta ou qualquer outra erva ou especiaria) que se adiciona a determinado alimento para realçar, suavizar ou acrescentar determinado sabor; estado da comida temperada; aquilo que alivia ou suaviza; meio de dirigir ou regular um negócio; dureza e elasticidade dada aos metais através do banho em que são temperados",https://www.infopedia.pt/dicionarios/lingua-portuguesa/tempero,adubo | condimento | cura,,desespero | destempero | exaspero,,,,adubado | adubar | adubo
tempero,season,VERB,tẽˈpɛɾu,temperar,tem.pe.ro,Derivação regressiva de temperar,"adicionar tempero(s) para realçar, suavizar ou acrescentar determinado sabor a; tornar mais brando ou suave; submeter (um metal) a um banho próprio em temperatura baixa, a fim de manter a sua dureza; submeter (substância) a variações de temperatura para que ganhe resistência; moderar a temperatura de (um líquido) pela adição de uma porção (fria ou quente) do mesmo ou de outro líquido; tornar mais vigoroso ou resistente; acrescentar a; pontuar (texto, discurso, etc.) com comentário, piada, etc.; moderar-se (para não causar celeuma, afronta, etc.); afinar (instrumento)",https://www.infopedia.pt/dicionarios/lingua-portuguesa/tempero,adubo | condimento | cura,,desespero | destempero | exaspero,,,,adubado | adubar | adubo
sopro,breath,NOUN,ˈsopɾu,,so.pro,Derivação regressiva de soprar,"vento que se produz, impelindo o ar com a boca ou com um fole; ato de expelir com mais ou menos força o ar aspirado; ar expirado | bafo | hálito; aragem | brisa; som; inspiração; força; resto; som anormal que se deteta por auscultação e pode localizar-se em diversos órgãos cavitários, como pulmão ou coração; deslocamento violento e instantâneo de grandes massas de ar provocado pelo rebentamento alto de uma arma atómica; conjunto dos instrumentos de sopro",https://www.infopedia.pt/dicionarios/lingua-portuguesa/sopro,alento | anélito | aragem,,,,sobro | sogro | sopor,arma | boca | expelir,aflato | assoprado | aul(o)-
sopro,blow,VERB,ˈsɔpɾu,soprar,so.pro,Derivação regressiva de soprar,"dirigir o sopro para; encher de ar (balão, etc.); ser favorável a | favorecer; dizer em voz baixa | segredar; insinuar | sugerir; atear; produzir sopro; dirigir o sopro; ventar; fazer vento com a boca ou com o fole",https://www.infopedia.pt/dicionarios/lingua-portuguesa/sopro,alento | anélito | aragem,,,,sobro | sogro | sopor,arma | boca | expelir,aflato | assoprado | aul(o)-
forro,lining,NOUN,ˈfoʁu,,for.ro,"Do antigo alto-alemão fuotar, «forro, proteção», hoje Futter, «idem», pelo francês antigo feurre, «idem»","qualquer material que serve para encher, revestir ou reforçar interiormente um artefacto; revestimento interior de peças de vestuário e calçado; revestimento de cadeiras, sofás, etc.; chumaço; entretela; série de tábuas utilizadas para revestir o teto de um compartimento; espaço compreendido entre o teto e o telhado; papel que reveste as paredes; cobertura exterior ou interior dos edifícios; revestimento exterior do fundo dos navios; que obteve alforria; isento de pagamentos; relativo ou pertencente a São Tomé e Príncipe ou aos seus naturais; natural de São Tomé e Príncipe; língua crioula de base lexical portuguesa falada em São Tomé; economizado; abonado",https://www.infopedia.pt/dicionarios/lingua-portuguesa/forro,,,aforro | desaforro | entreforro,,aforro | borro | -orro,,aforrado | aforramento | aforrar
forro,line,VERB,ˈfɔʁu,forrar,for.ro,"Do antigo alto-alemão fuotar, «forro, proteção», hoje Futter, «idem», pelo francês antigo feurre, «idem»","revestir com tecido, papel ou outro material; enchumaçar; reforçar com entretela; servir de cobertura a; vestir-se; cobrir-se; conceder liberdade a; livrar de; libertar-se do cativeiro; livrar-se (de)",https://www.infopedia.pt/dicionarios/lingua-portuguesa/forro,,,aforro | desaforro | entreforro,,aforro | borro | -orro,,aforrado | aforramento | aforrar
dobro,double,NOUN,ˈdobɾu,,do.bro,"Do latim duplu-, «o dobro»",que equivale a duas vezes a mesma quantidade; valor ou quantidade duas vezes maior,https://www.infopedia.pt/dicionarios/lingua-portuguesa/dobro,,,desdobro | redobro | seisdobro,,cobro | dobra | dobre,,diplostémone | diterpeno | duplicação
